,Cliente_ID,Churn,Genero,Eh_Idoso,Possui_Parceiro,Possui_Dependentes,Meses_Contrato,Possui_Telefone,Possui_Varias_Linhas,Possui_Internet,Possui_Seguranca_Online,Possui_Backup,Possui_Protecao,Possui_Suporte_TV,Possui_TV_Cabo,Possui_Streaming,Tipo_Contrato,Fatura_Online,Forma_Pagamento,Total_Mes,Total_Gasto,Custo_Diario,Qtde_Servicos_Contratados
6175,8740-XLHDR,1,Male,0,0,0,5,0,0,DSL,1,1,1,1,0,0,Month-to-month,1,Mailed check,43.25,219.0,1.44,5
6176,8741-LQOBK,0,Female,0,1,1,46,0,0,DSL,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),35.05,1620.25,1.17,3
6177,8745-PVESG,0,Female,0,0,0,57,0,0,DSL,1,0,1,1,0,0,One year,1,Credit card (automatic),41.1,2258.25,1.37,4
6178,8746-BFOAJ,0,Male,1,0,0,21,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.5,429.55,0.68,2
6179,8746-OQQRW,0,Male,0,0,0,4,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.25,101.9,0.84,3
6180,8747-UDCOI,0,Female,0,1,0,65,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,1319.95,0.64,2
6181,8748-HFWBO,0,Male,0,1,1,19,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,357.7,0.66,2
6182,8749-CLJXC,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,0.67,2
6183,8749-JMNKX,1,Male,1,1,0,51,1,1,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),93.8,4750.95,3.13,6
6184,8749-TZYEC,0,Male,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.8,1874.3,0.83,3
6185,8750-QWZAJ,0,Female,0,1,1,70,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.8,1378.75,0.66,2
6186,8751-EDEKA,0,Female,0,1,0,28,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,0,Credit card (automatic),89.9,2433.5,3.0,5
6187,8752-GHJFU,0,Male,1,1,0,71,1,1,Fiber optic,1,1,1,1,0,0,One year,1,Electronic check,92.0,6585.2,3.07,7
6188,8752-IMQOS,0,Male,0,1,1,5,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,85.1,0.67,2
6189,8752-STIVR,1,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.0,303.15,2.63,3
6190,8755-IWJHN,0,Male,1,1,0,69,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),95.35,6382.0,3.18,6
6191,8755-OGKNA,0,Female,0,1,1,57,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.5,1167.6,0.65,2
6192,8756-RDDLT,0,Female,0,0,0,68,0,0,DSL,0,1,0,1,0,1,Month-to-month,0,Electronic check,44.95,3085.35,1.5,4
6193,8757-TFHHJ,0,Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),49.8,49.8,1.66,3
6194,8760-ZRHKE,0,Female,1,1,1,71,1,1,DSL,1,1,0,0,1,0,One year,0,Electronic check,69.2,4982.5,2.31,6
6195,8761-NSOBC,1,Male,0,0,0,44,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,100.55,4398.15,3.35,6
6196,8763-KIAFH,0,Female,0,1,1,27,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.55,583.3,0.68,2
6197,8766-PAFNE,0,Male,0,1,0,71,1,0,DSL,0,1,1,1,1,1,Two year,1,Credit card (automatic),79.1,5564.85,2.64,7
6198,8769-KKTPH,0,Female,0,1,1,63,1,1,Fiber optic,1,0,0,0,1,1,One year,1,Credit card (automatic),99.65,6311.2,3.32,6
6199,8773-HHUOZ,1,Female,0,0,1,17,1,0,DSL,0,0,0,0,1,1,Month-to-month,1,Mailed check,64.7,1093.1,2.16,4
6200,8774-GSBUN,0,Male,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.4,1797.1,0.85,3
6201,8775-CEBBJ,1,Female,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.2,403.35,1.47,2
6202,8775-ERLNB,0,Male,1,1,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,74.3,74.3,2.48,3
6203,8775-LHDJH,1,Female,1,1,0,1,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.6,90.6,3.02,5
6204,8777-MBMTS,0,Female,1,1,0,65,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),105.85,6725.5,3.53,7
6205,8777-PVYGU,0,Female,0,1,0,52,1,0,DSL,1,0,1,0,1,0,One year,1,Mailed check,64.3,3410.6,2.14,5
6206,8778-LMWTJ,0,Female,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.85,708.2,2.49,3
6207,8779-QRDMV,1,Male,1,0,0,1,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,39.65,39.65,1.32,3
6208,8779-YIQQA,0,Male,0,1,1,21,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.8,350.1,0.66,2
6209,8780-IHCRN,0,Male,0,1,1,63,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.65,1574.5,0.82,3
6210,8780-IXSTS,1,Female,0,0,0,6,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.1,521.3,3.0,5
6211,8780-RSYYU,0,Female,0,0,0,25,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),19.2,532.1,0.64,2
6212,8780-YRMTT,0,Female,0,0,0,66,0,0,DSL,1,1,1,1,0,0,Two year,1,Mailed check,47.4,3177.25,1.58,5
6213,8782-LKFPK,0,Male,0,0,0,44,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Mailed check,90.4,4063.0,3.01,5
6214,8782-NUUOL,0,Male,0,0,0,60,1,0,DSL,1,0,1,1,1,1,One year,0,Mailed check,79.0,4801.1,2.63,7
6215,8784-CGILN,1,Female,0,0,0,18,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),99.85,1776.95,3.33,6
6216,8785-CJSHH,0,Female,0,1,0,60,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.8,5985.75,3.33,6
6217,8785-EPNCG,1,Male,0,0,0,11,1,1,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),23.15,245.2,0.77,3
6218,8788-DOXSU,0,Male,0,0,0,59,1,0,DSL,0,0,1,0,0,1,One year,1,Bank transfer (automatic),61.35,3645.5,2.04,4
6219,8791-GFXLZ,0,Male,0,0,0,12,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.05,593.05,1.64,3
6220,8792-AOROI,0,Female,0,1,0,8,1,0,DSL,1,0,0,1,0,1,Two year,0,Mailed check,65.5,564.35,2.18,5
6221,8799-OXZMD,0,Female,0,0,0,28,0,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,29.75,790.7,0.99,2
6222,8800-JOOCF,0,Female,0,0,1,12,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.05,966.55,2.8,4
6223,8800-ZKRFW,0,Female,0,1,1,30,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,107.5,3242.5,3.58,8
6224,8802-UNOJF,1,Male,1,0,0,12,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Mailed check,83.8,1029.75,2.79,5
6225,8805-JNRAZ,0,Female,0,0,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,49.2,103.7,1.64,3
6226,8806-EAGWC,1,Male,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.15,159.15,1.84,3
6227,8807-ARQET,0,Female,0,0,0,41,0,0,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,40.35,1677.85,1.34,3
6228,8807-OPMBM,0,Female,0,1,1,55,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.65,1388.0,0.86,3
6229,8808-ELEHO,1,Male,1,0,0,8,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,81.25,585.95,2.71,4
6230,8809-RIHDD,1,Male,0,1,1,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,103.4,7372.65,3.45,7
6231,8809-XKHMD,0,Male,0,1,0,72,1,1,Fiber optic,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),100.55,7325.1,3.35,7
6232,8812-ZRHFP,0,Female,0,1,1,30,1,0,Fiber optic,0,0,1,0,0,1,One year,0,Electronic check,86.45,2538.05,2.88,4
6233,8815-LMFLX,0,Male,0,1,1,25,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.4,546.85,0.85,3
6234,8816-VXNZD,1,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.1,75.1,2.5,3
6235,8818-DOPVL,0,Female,1,0,0,46,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.45,4863.85,3.48,7
6236,8818-XYFCQ,1,Male,0,1,1,32,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Credit card (automatic),99.55,3204.65,3.32,6
6237,8819-IMISP,0,Male,0,0,0,31,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.45,2429.1,2.68,4
6238,8819-WFGGJ,0,Male,0,1,0,68,0,0,DSL,1,0,1,0,1,1,Two year,1,Bank transfer (automatic),54.1,3794.5,1.8,5
6239,8819-ZBYNA,0,Female,0,1,0,58,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),109.1,6393.65,3.64,8
6240,8821-KVZKQ,0,Female,0,1,1,70,0,0,DSL,0,1,1,1,1,1,One year,1,Bank transfer (automatic),58.4,4113.15,1.95,6
6241,8821-XNHVZ,1,Female,0,1,1,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,80.05,80.05,2.67,3
6242,8822-KNBHV,0,Female,0,0,0,48,1,1,DSL,1,1,1,0,1,1,One year,1,Credit card (automatic),83.45,3887.85,2.78,8
6243,8823-RLPWL,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Credit card (automatic),110.65,8065.65,3.69,8
6244,8824-RWFXJ,1,Male,0,1,1,3,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,56.15,168.15,1.87,4
6245,8835-VSDSE,1,Female,0,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.7,141.45,2.36,2
6246,8837-VVWLQ,1,Female,0,0,0,8,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,84.95,668.4,2.83,4
6247,8838-GPHZP,0,Female,0,0,0,63,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.6,1298.7,0.69,2
6248,8840-DQLGN,1,Female,1,1,0,35,1,1,Fiber optic,1,1,0,1,1,0,Month-to-month,1,Bank transfer (automatic),100.5,3653.35,3.35,7
6249,8844-TONUD,1,Male,0,1,1,13,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Mailed check,96.65,1162.85,3.22,5
6250,8845-LWKGE,0,Female,0,1,1,30,1,0,DSL,0,0,1,1,1,0,One year,1,Electronic check,64.5,1985.15,2.15,5
6251,8847-GEOOQ,0,Male,0,1,0,60,0,0,DSL,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),60.2,3582.4,2.01,6
6252,8849-AYPTR,0,Male,0,1,0,33,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,91.25,2964.05,3.04,4
6253,8849-GYOKR,1,Female,0,1,0,54,1,1,Fiber optic,1,1,0,0,1,1,One year,0,Bank transfer (automatic),106.55,5763.3,3.55,7
6254,8849-PRIQJ,0,Female,0,1,1,67,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,109.4,7281.6,3.65,8
6255,8851-RAGOV,0,Female,0,1,0,25,1,0,DSL,1,1,0,1,0,1,Month-to-month,1,Mailed check,71.05,1837.7,2.37,6
6256,8853-TZDGH,0,Female,0,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.6,8012.75,3.72,8
6257,8854-CCVSQ,1,Male,0,0,0,18,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.65,1451.9,2.69,4
6258,8857-CUPFQ,0,Male,0,1,0,63,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.25,1237.65,0.64,2
6259,8859-AXJZP,0,Male,0,1,1,39,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,23.8,903.8,0.79,3
6260,8859-DZTGQ,0,Male,0,0,0,33,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.35,689.75,0.68,2
6261,8859-YSTWS,0,Male,0,0,0,48,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.95,1004.5,0.66,2
6262,8861-HGGKB,1,Female,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.45,830.85,2.88,4
6263,8865-TNMNX,0,Male,0,1,1,10,1,0,DSL,0,1,0,0,0,0,One year,0,Mailed check,49.55,475.7,1.65,3
6264,8868-GAGIO,0,Male,0,1,0,45,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Mailed check,84.55,3713.95,2.82,5
6265,8868-WOZGU,1,Male,0,0,0,28,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.7,2979.5,3.52,7
6266,8869-LIHMK,0,Female,0,0,0,64,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),115.1,7334.05,3.84,9
6267,8869-TORSS,1,Female,0,0,0,48,1,0,DSL,1,0,1,1,0,0,One year,1,Credit card (automatic),60.35,2896.4,2.01,5
6268,8871-JLMHM,0,Female,0,1,0,68,1,1,Fiber optic,0,1,1,1,0,0,Two year,0,Credit card (automatic),90.2,6297.65,3.01,6
6269,8873-GLDMH,0,Female,0,0,0,6,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,73.85,401.3,2.46,3
6270,8873-TMKGR,0,Male,0,0,0,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.1,529.5,0.64,2
6271,8874-EJNSR,0,Male,0,1,1,39,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.2,987.95,0.84,3
6272,8875-AKBYH,0,Male,1,0,0,20,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.35,1745.2,2.81,4
6273,8878-HMWBV,1,Male,0,0,0,3,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,49.15,169.05,1.64,3
6274,8878-RYUKI,0,Female,0,0,0,52,1,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,59.45,3043.7,1.98,4
6275,8879-XUAHX,0,Male,0,1,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,116.25,8564.75,3.88,9
6276,8879-ZKJOF,0,Female,0,0,0,41,1,0,DSL,1,0,1,1,1,1,One year,1,Bank transfer (automatic),79.85,3320.75,2.66,7
6277,8882-TLVRW,0,Male,0,1,1,69,0,0,DSL,1,0,1,1,0,0,Two year,0,Mailed check,39.1,2779.5,1.3,4
6278,8883-ANODQ,0,Female,0,1,1,68,1,1,Fiber optic,0,1,1,0,0,0,Two year,1,Credit card (automatic),84.4,5746.75,2.81,5
6279,8883-GRDWQ,0,Male,1,0,0,20,1,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,54.0,1055.9,1.8,4
6280,8884-ADFVN,1,Male,1,1,0,7,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.95,700.85,3.4,6
6281,8884-FEEWR,0,Male,0,0,0,35,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.6,754.0,0.69,2
6282,8884-MRNSU,0,Male,0,1,1,17,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.9,329.75,0.66,2
6283,8885-QSQBX,0,Female,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),49.55,49.55,1.65,3
6284,8887-IPQNC,0,Female,0,1,0,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.25,313.45,1.48,2
6285,8894-JVDCV,0,Female,0,0,0,62,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Credit card (automatic),115.05,7133.45,3.84,9
6286,8896-BQTTI,0,Male,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.0,25.0,0.83,3
6287,8896-RAZCR,0,Female,0,0,1,44,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.9,868.1,0.66,2
6288,8898-KASCD,0,Male,0,0,0,39,0,0,DSL,0,0,1,1,0,0,One year,0,Mailed check,35.55,1309.15,1.18,3
6289,8901-HJXTF,1,Female,0,1,1,12,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,29.2,309.1,0.97,2
6290,8901-UPRHR,0,Female,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),109.2,7711.45,3.64,8
6291,8902-ZEOVF,0,Male,0,1,1,47,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.05,951.55,0.67,2
6292,8903-WMRNW,0,Female,0,1,0,15,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,0,Electronic check,101.75,1669.4,3.39,6
6293,8903-XEBGX,0,Male,0,0,1,2,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.3,108.65,1.84,3
6294,8904-OPDCK,0,Male,1,1,0,54,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),24.95,1364.75,0.83,1
6295,8905-IAZPF,0,Female,0,1,0,69,1,0,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),95.65,6744.2,3.19,5
6296,8908-NMQTX,0,Male,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),65.6,4566.5,2.19,7
6297,8908-SLFCJ,0,Female,0,0,0,21,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.85,435.25,0.7,2
6298,8909-BOLNL,0,Male,0,0,0,3,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,21.2,52.05,0.71,2
6299,8910-ICHIU,0,Female,0,0,0,46,1,0,Fiber optic,1,1,1,0,1,0,One year,1,Credit card (automatic),95.65,4664.2,3.19,6
6300,8910-LEDAG,0,Male,1,1,0,34,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),71.55,2427.35,2.38,2
6301,8914-RBTSB,1,Male,0,1,0,31,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Electronic check,93.8,3019.5,3.13,6
6302,8915-NNTRC,0,Male,0,1,1,72,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),107.7,7919.8,3.59,8
6303,8917-FAEMR,0,Female,0,0,0,37,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.85,784.25,0.66,2
6304,8917-SZTTJ,0,Male,0,1,1,60,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.65,1161.75,0.65,2
6305,8919-FYFQZ,1,Male,1,1,0,44,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,30.35,1359.7,1.01,2
6306,8920-NAVAY,0,Male,1,0,0,62,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),110.75,7053.35,3.69,8
6307,8922-LIEGH,1,Female,1,0,0,25,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.7,2187.55,2.99,5
6308,8922-NPKBJ,0,Male,0,1,1,42,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,867.3,0.64,2
6309,8929-KSWIH,0,Male,0,0,0,25,1,0,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),99.3,2513.5,3.31,6
6310,8930-XOTDP,0,Female,0,1,1,18,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.95,1082.8,1.86,3
6311,8931-GJJIQ,1,Female,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,83.3,803.3,2.78,4
6312,8932-CZHRQ,0,Male,0,0,0,68,1,1,DSL,1,1,1,0,0,1,One year,0,Credit card (automatic),76.75,5233.25,2.56,7
6313,8937-RDTHP,1,Male,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,84.6,84.6,2.82,4
6314,8938-UMKPI,1,Female,0,0,0,47,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.4,5127.95,3.55,7
6315,8942-DBMHZ,0,Male,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.45,255.35,0.68,2
6316,8943-URTMR,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,79.65,152.7,2.66,3
6317,8944-AILEF,0,Male,0,1,0,15,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),19.45,340.85,0.65,2
6318,8945-GRKHX,1,Female,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,78.65,78.65,2.62,3
6319,8945-MUQUF,1,Male,0,0,0,51,1,1,Fiber optic,1,1,0,0,1,0,One year,1,Electronic check,94.8,4837.6,3.16,6
6320,8946-BFWSG,0,Male,0,1,1,63,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.25,1573.05,0.84,3
6321,8947-YRTDV,0,Male,0,1,1,32,1,0,Fiber optic,1,1,1,0,0,1,One year,0,Mailed check,94.8,3131.55,3.16,6
6322,8949-JTMAY,1,Female,0,0,0,29,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),98.6,2933.2,3.29,6
6323,8950-MTZNV,0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.95,44.95,1.5,2
6324,8952-WCVCD,0,Female,0,1,0,41,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Bank transfer (automatic),104.45,4162.05,3.48,7
6325,8957-THMOA,0,Female,0,0,1,50,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.15,970.85,0.67,2
6326,8958-JPTRR,0,Female,0,1,0,56,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,24.3,1261.7,0.81,3
6327,8961-QDZZJ,0,Female,0,1,1,57,1,0,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,95.0,5535.8,3.17,5
6328,8963-JLGJT,0,Male,0,0,1,3,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,55.9,157.55,1.86,4
6329,8963-MQVYN,0,Female,0,0,1,22,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.55,469.85,0.68,2
6330,8966-KZXXA,0,Male,0,1,1,36,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.1,930.95,0.84,3
6331,8966-OIQHG,0,Female,0,1,1,22,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.75,452.35,0.69,2
6332,8966-SNIZF,0,Female,0,1,0,70,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.45,1303.5,0.65,2
6333,8967-SZQAS,0,Female,0,0,0,14,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,50.45,765.45,1.68,3
6334,8969-PRHFK,0,Male,0,0,0,18,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,411.25,0.65,2
6335,8970-ANWXO,0,Female,0,0,0,23,1,1,DSL,0,0,0,1,1,1,One year,1,Mailed check,73.75,1756.6,2.46,6
6336,8972-HJWNV,1,Female,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.55,646.85,2.82,4
6337,8974-OVACP,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.15,20.15,0.67,2
6338,8975-SKGRX,0,Male,0,1,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.1,8310.55,3.87,9
6339,8976-OQHGT,1,Female,0,1,1,4,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,56.5,235.1,1.88,4
6340,8979-CAMGB,0,Male,1,0,0,64,1,1,Fiber optic,0,0,1,1,1,1,One year,0,Electronic check,102.1,6688.1,3.4,7
6341,8980-WQFWL,0,Female,0,0,0,35,1,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,62.1,2096.1,2.07,4
6342,8981-FJGLA,0,Male,0,0,1,11,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,78.0,851.8,2.6,4
6343,8982-NHAVY,0,Male,0,0,0,27,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),100.5,2673.45,3.35,6
6344,8984-EYLLL,0,Male,0,1,0,64,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,105.25,6823.4,3.51,7
6345,8984-HPEMB,0,Female,0,0,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,118.65,8477.6,3.96,9
6346,8985-OOPOS,0,Female,0,0,0,1,1,0,DSL,0,0,1,1,1,1,One year,0,Credit card (automatic),74.1,74.1,2.47,6
6347,8988-ECPJR,1,Female,1,1,1,34,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,79.6,2718.3,2.65,4
6348,8990-YOZLV,0,Female,0,0,0,69,1,1,DSL,1,1,0,1,0,0,Two year,1,Mailed check,66.9,4577.9,2.23,6
6349,8990-ZXLSU,0,Female,0,0,0,9,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.05,651.5,2.3,2
6350,8992-CEUEN,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,18.85,18.85,0.63,2
6351,8992-JQYUN,1,Male,0,1,0,1,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.35,50.35,1.68,4
6352,8992-OBVDG,0,Male,0,0,0,21,1,0,DSL,0,0,1,0,0,1,Month-to-month,0,Mailed check,61.65,1393.6,2.06,4
6353,8992-VONJD,0,Female,0,0,1,13,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,56.0,764.55,1.87,4
6354,8993-IZEUX,0,Male,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.15,488.65,2.31,2
6355,8993-PHFWD,1,Female,0,0,0,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,58.9,0.84,1
6356,8996-ZROXE,0,Male,1,0,0,57,1,0,DSL,0,0,1,1,0,0,One year,1,Electronic check,53.5,3035.8,1.78,4
6357,8999-BOHSE,1,Female,1,0,0,11,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),89.7,1047.7,2.99,4
